id,titre,url,source,date_article,themes_mistral,themes_ml,score_confiance_ml,tags
78,"Build resilient generative AI agents","https://aws.amazon.com/blogs/architecture/build-resilient-generative-ai-agents/","AWS Architecture Blog","2025-09-30T15:11:51.000Z","[""IA/ML"",""DevOps/Infrastructure"",""Architecture""]","[""Développement"",""IA/ML"",""Architecture""]",0.9991,"[""IA"",""résilience"",""architecture"",""production""]"
79,"A scalable, elastic database and search solution for 1B+ vectors built on LanceDB and Amazon S3","https://aws.amazon.com/blogs/architecture/a-scalable-elastic-database-and-search-solution-for-1b-vectors-built-on-lancedb-and-amazon-s3/","AWS Architecture Blog","2025-09-22T17:15:44.000Z","[""IA/ML"",""DevOps/Infrastructure"",""Architecture""]","[]",0.0516,"[""architecture"",""serverless"",""AWS"",""big data"",""recherche""]"
80,"D-Drive: Discord-Powered Cloud Storage With Unlimited Space","https://dev.to/jasonzlidev/d-drive-discord-powered-cloud-storage-with-unlimited-space-47fk","dev.to","2026-02-08T00:11:04.000Z","[""Sécurité"",""DevOps/Infrastructure"",""Développement""]","[""Sécurité"",""DevOps/Infrastructure""]",0.9547,"[""cloud"",""Discord"",""encryption"",""self-hosted"",""storage""]"
81,"The 2026 Distribution Hierarchy: Why Most Founders Start at the Wrong End","https://dev.to/rakesh1002/the-2026-distribution-hierarchy-why-most-founders-start-at-the-wrong-end-4oc1","dev.to","2026-02-07T23:32:19.000Z","[""Développement"",""Pratiques/Qualité"",""Productivité/Outils""]","[]",0.0016,"[""strategie"",""marketing"",""startup"",""acquisition""]"
82,"Best Free Watch Party Apps in 2026: A Developer's Perspective","https://dev.to/roan_degraaf_9434e8e98ca/best-free-watch-party-apps-in-2026-a-developers-perspective-4f6","dev.to","2026-02-07T23:22:13.000Z","[""Développement"",""Architecture""]","[""Développement"",""Productivité/Outils""]",0.9714,"[""architecture"",""réseaux"",""WebSocket"",""WebRTC"",""synchronisation""]"
83,"The Great Unracking: Saying goodbye to the servers at our physical datacenter","https://stackoverflow.blog/2025/12/24/the-great-unracking-saying-goodbye-to-the-servers-at-our-physical-datacenter/","StackOverflow Blog","2025-12-24T14:03:52.000Z","[""DevOps/Infrastructure"",""Architecture""]","[""DevOps/Infrastructure""]",0.7077,"[""cloud"",""migration"",""infrastructure""]"
84,"Settle down, nerds. AI is a normal technology","https://stackoverflow.blog/2025/12/23/settle-down-nerds-ai-is-a-normal-technology/","StackOverflow Blog","2025-12-23T08:40:00.000Z","[""IA/ML"",""DevOps/Infrastructure"",""Développement""]","[""Développement"",""IA/ML""]",0.9951,"[""IA"",""développement"",""communauté""]"
85,"Fragments Dec 11","https://martinfowler.com/articles/2025-12-11-frags.html","Martin Fowler's blog","2025-12-11T15:17:00.000Z","[""IA/ML"",""Développement"",""Pratiques/Qualité""]","[""Pratiques/Qualité"",""Développement"",""IA/ML"",""Productivité/Outils"",""Sécurité""]",0.9998,"[""IA"",""tests"",""bonnes pratiques"",""tech policy""]"
86,"How Xerox and Stack Overflow partnered to preserve knowledge and power innovation","https://stackoverflow.blog/2025/12/23/how-xerox-and-stack-overflow-partnered-to-preserve-knowledge-and-power-innovation/","StackOverflow Blog","2025-12-23T17:00:00.000Z","[""DevOps/Infrastructure"",""Architecture"",""Pratiques/Qualité""]","[""Développement"",""Sécurité""]",0.7959,"[""collaboration"",""connaissances"",""innovation""]"
87,"Design HLD - Recomendation Sytem","https://dev.to/learnwithvikzzy/design-hld-recomendation-sytem-4c9p","dev.to","2026-02-08T07:33:44.000Z","[""IA/ML"",""Architecture""]","[]",0.575,"[""architecture"",""recommandation"",""scalabilité"",""performance""]"
88,"Service Mesh Architecture (Istio/Linkerd)","https://dev.to/godofgeeks/service-mesh-architecture-istiolinkerd-26ed","dev.to","2026-02-08T07:31:22.000Z","[""Architecture"",""Sécurité"",""DevOps/Infrastructure""]","[""Architecture"",""Sécurité""]",0.9966,"[""microservices"",""Service Mesh"",""Istio"",""Linkerd"",""architecture""]"
89,"Constela: Built-in a11y Checks, Plugin System & CSS Transitions","https://dev.to/yuu1ch13/constela-built-in-a11y-checks-plugin-system-css-transitions-16dd","dev.to","2026-02-08T07:30:25.000Z","[""Développement"",""Pratiques/Qualité""]","[]",0.6555,"[""accessibilité"",""framework"",""JSON"",""UI""]"
90,"I Tired of Trying to Read API Responses, So We Built This Free Tool","https://dev.to/ankur0904/i-tired-of-trying-to-read-api-responses-so-we-built-this-free-tool-3alp","dev.to","2026-02-08T07:16:06.000Z","[""DevOps/Infrastructure"",""Productivité/Outils""]","[""Développement""]",0.7271,"[""API"",""JSON"",""Debugging"",""Outil en ligne"",""Frontend"",""Backend""]"
91,"Linux Learning Journey – Day 19: Text Processing & Data Manipulation with grep, awk & sed 📝🔍","https://dev.to/avinashwagh/linux-learning-journey-day-19-text-processing-data-manipulation-with-grep-awk-sed-56jk","dev.to","2026-02-08T07:10:50.000Z","[""DevOps/Infrastructure"",""Développement"",""Productivité/Outils""]","[]",0.2231,"[""Linux"",""DevOps"",""Text Processing"",""grep"",""awk"",""sed""]"
92,"The Solo Founder's Guide to API Monitoring (Without Enterprise Pricing)","https://dev.to/shibley/the-solo-founders-guide-to-api-monitoring-without-enterprise-pricing-1edn","dev.to","2026-02-08T07:08:00.000Z","[""DevOps/Infrastructure"",""Sécurité"",""Développement""]","[""Sécurité"",""Développement""]",0.9138,"[""API"",""monitoring"",""indie hacker"",""Stripe"",""OpenAI""]"
93,"Production-Grade Cost Control Strategies for Generative AI Systems","https://dev.to/shreekansha97/production-grade-cost-control-strategies-for-generative-ai-systems-1b62","dev.to","2026-02-08T07:07:15.000Z","[""IA/ML"",""DevOps/Infrastructure"",""Architecture""]","[""Architecture"",""IA/ML"",""Productivité/Outils""]",0.9996,"[""AI"",""coûts"",""architecture"",""production"",""LLM""]"
94,"A practical walkthrough of building a real-time multilingual experience in a Next.js app","https://dev.to/crypticsaiyan/a-practical-walkthrough-of-building-a-real-time-multilingual-experience-in-a-nextjs-app-1jid","dev.to","2026-02-08T06:58:23.000Z","[""Développement"",""Pratiques/Qualité""]","[]",0.1654,"[""Next.js"",""WebSockets"",""Multilingue"",""Tutoriel""]"
95,"Getting Started with RBAC in Kubernetes: A Practical Guide","https://dev.to/bkrajendra/getting-started-with-rbac-authorization-in-kubernetes-a-practical-guide-3ln4","dev.to","2026-02-08T06:56:37.000Z","[""Sécurité"",""DevOps/Infrastructure""]","[""Sécurité""]",0.9387,"[""Kubernetes"",""RBAC"",""sécurité"",""DevOps""]"
96,"Transcripto: Localizing Existing React Apps","https://dev.to/rashmi-br-dev/transcripto-localizing-existing-react-apps-1a36","dev.to","2026-02-08T06:53:28.000Z","[""Développement"",""Productivité/Outils""]","[""Développement""]",0.9947,"[""React"",""Localisation"",""CLI"",""lingo.dev"",""Internationalisation""]"
97,"OpenAI and Anthropic Are Becoming AI Consultants — And That Should Terrify You","https://dev.to/aristoaistack/openai-and-anthropic-are-becoming-ai-consultants-and-that-should-terrify-you-355n","dev.to","2026-02-08T06:51:56.000Z","[""IA/ML"",""DevOps/Infrastructure"",""Architecture""]","[""Développement"",""IA/ML""]",0.9995,"[""IA"",""consulting"",""entreprise"",""déploiement""]"
98,"Processing 630 Million More Pwned Passwords, Courtesy of the FBI","https://www.troyhunt.com/processing-630-million-more-pwned-passwords-courtesy-of-the-fbi/","Troy Hunt","2025-12-12T21:29:39.000Z","[""Sécurité""]","[""Sécurité""]",0.9999,"[""cybersecurité"",""données"",""FBI""]"
99,"Fragments: January 22","https://martinfowler.com/fragments/2026-01-22.html","Martin Fowler's blog","2026-01-22T14:30:00.000Z","[""IA/ML"",""DevOps/Infrastructure"",""Développement""]","[""Développement"",""IA/ML"",""Productivité/Outils""]",0.9998,"[""IA"",""développement logiciel"",""rigueur"",""énergie""]"
100,"I Built an Adaptive AI Feedback Platform with Gemini 3 in a Weekend","https://dev.to/adamp78/i-built-an-adaptive-ai-feedback-platform-with-gemini-3-in-a-weekend-3nee","dev.to","2026-02-09T18:16:22.000Z","[""IA/ML"",""Développement""]","[""Développement"",""IA/ML""]",0.9941,"[""IA"",""Gemini 3"",""Feedback adaptatif"",""Hackathon"",""Projet innovant""]"
101,"Time Series Forecasting: Traditional and ML Approaches","https://dev.to/matt_frank_usa/time-series-forecasting-traditional-and-ml-approaches-201f","dev.to","2026-02-09T18:01:02.000Z","[""IA/ML"",""Architecture""]","[""Architecture""]",0.9998,"[""time series"",""forecasting"",""architecture"",""machine learning""]"
102,"I built an npm package that auto-generates alt text for images using AI","https://dev.to/carolina_herrera_cdc2e30e/i-built-an-npm-package-that-auto-generates-alt-text-for-images-using-ai-175d","dev.to","2026-02-09T17:53:22.000Z","[""IA/ML"",""Développement""]","[""Développement""]",0.7308,"[""accessibilité"",""IA"",""npm"",""React Native"",""Nuxt""]"
103,"Good vs Bad Prompting: What I Learned While Working With AI Models","https://dev.to/konark_13/good-vs-bad-prompting-what-i-learned-while-working-with-ai-models-3eg4","dev.to","2026-02-09T17:49:37.000Z","[""IA/ML"",""Développement"",""Pratiques/Qualité""]","[""IA/ML"",""Développement""]",0.9938,"[""IA"",""Prompt Engineering"",""Bonnes pratiques""]"
104,"How Analysts Translate Messy Data, DAX, and Dashboards into Action Using Power BI","https://dev.to/brianm/how-analysts-translate-messy-data-dax-and-dashboards-into-action-using-power-bi-4p2k","dev.to","2026-02-09T17:49:34.000Z","[""Développement"",""Pratiques/Qualité"",""Productivité/Outils""]","[]",0.0162,"[""Power BI"",""Data Analysis"",""DAX"",""Power Query""]"
105,"Building a Reproducible Classical–Quantum ML Platform for Molecular Prediction","https://dev.to/pratik25priyanshu20/building-a-reproducible-classical-quantum-ml-platform-for-molecular-prediction-1hl0","dev.to","2026-02-09T17:48:47.000Z","[""IA/ML"",""Architecture""]","[]",0.0007,"[""quantum machine learning"",""modélisation moléculaire"",""plateforme expérimentale"",""reproductibilité""]"
106,"What Your Claude Code Agents Don't Need to Be Told","https://dev.to/helderberto/what-your-claude-code-agents-dont-need-to-be-told-4ed5","dev.to","2026-02-09T17:44:21.000Z","[""IA/ML"",""DevOps/Infrastructure"",""Développement""]","[""Développement"",""Productivité/Outils"",""Sécurité""]",0.8258,"[""IA"",""développement"",""optimisation"",""bonnes pratiques""]"
107,"Runtime Hyperparameter Tuning in LangChain","https://dev.to/harishkotra/runtime-hyperparameter-tuning-in-langchain-3aa","dev.to","2026-02-09T17:45:02.000Z","[""IA/ML"",""Développement""]","[""Développement""]",0.9917,"[""IA"",""LangChain"",""hyperparamètres"",""LLM"",""architecture""]"
108,"Advanced HTML: Using Markup to Control State, Behavior, and UX","https://dev.to/daniel_trix_smith/advanced-html-using-markup-to-control-state-behavior-and-ux-441n","dev.to","2026-02-09T17:42:29.000Z","[""Développement""]","[""Développement""]",0.8911,"[""HTML"",""JavaScript"",""UX"",""Accessibilité""]"
109,"Showing a Date Needs Three Decisions","https://dev.to/bwi/showing-a-date-needs-three-decisions-1j8d","dev.to","2026-02-09T17:36:07.000Z","[""Développement"",""Pratiques/Qualité""]","[""Développement""]",0.7225,"[""dates"",""format"",""internationalisation"",""bonnes pratiques""]"
110,"Cluster API v1.12: Introducing in-place updates and chained upgrades","https://www.cncf.io/blog/2026/02/09/cluster-api-v1-12-introducing-in-place-updates-and-chained-upgrades/","CNCF Blog","2026-02-09T12:00:00.000Z","[""DevOps/Infrastructure"",""Architecture""]","[""Développement"",""Sécurité"",""DevOps/Infrastructure""]",0.9513,"[""Kubernetes"",""Cluster API"",""DevOps""]"
111,"Using AI to Build a Tool That Stops Me From Blindly Using AI","https://dev.to/javz/using-ai-to-build-a-tool-that-stops-me-from-blindly-using-ai-2dh7","dev.to","2026-02-13T21:04:23.000Z","[""Développement"",""Productivité/Outils""]","[""Développement"",""Productivité/Outils"",""IA/ML""]",0.9682,"[""AI"",""TypeScript"",""Node.js"",""GitHub Copilot"",""CLI""]"
112,"The 47‑Day SSL/TLS Certificate Era Is Coming","https://dev.to/techthatworks/the-47-day-ssltls-certificate-era-is-coming-370","dev.to","2026-02-13T21:00:52.000Z","[""Sécurité""]","[""Sécurité""]",0.9989,"[""SSL/TLS"",""sécurité"",""automatisation""]"
113,"Mobile UI Design for Complex Games: Lessons from RuneScape Mobile","https://dev.to/oceanviewgames/mobile-ui-design-for-complex-games-lessons-from-runescape-mobile-2928","dev.to","2026-02-13T21:00:46.000Z","[""Développement"",""Pratiques/Qualité""]","[""Développement""]",0.9553,"[""UI/UX"",""Mobile"",""Jeux"",""Adaptation"",""Interfaces""]"
114,"I Built a Context-Aware AI Browser Mentor Powered by GitHub Copilot CLI","https://dev.to/botoom/i-built-a-context-aware-ai-browser-mentor-powered-by-github-copilot-cli-4p5j","dev.to","2026-02-13T20:58:37.000Z","[""IA/ML"",""Développement"",""Productivité/Outils""]","[""Développement""]",0.8649,"[""AI"",""GitHub Copilot"",""Browser Extension"",""Productivité""]"
115,"I built a website to make your corporate life easy!","https://dev.to/shahbaz900/i-built-a-website-to-make-your-corporate-life-easy-lhj","dev.to","2026-02-13T20:57:30.000Z","[""IA/ML"",""DevOps/Infrastructure"",""Développement""]","[""Développement"",""Productivité/Outils"",""Architecture"",""Pratiques/Qualité""]",0.9999,"[""Jira"",""IA"",""GitHub Copilot CLI"",""Scrum"",""Next.js""]"
116,"AI Skills Have an Inheritance Problem (Here's the Fix)","https://dev.to/aabyzov/ai-skills-have-an-inheritance-problem-heres-the-fix-2n9l","dev.to","2026-02-13T20:40:44.000Z","[""IA/ML"",""Développement"",""Pratiques/Qualité""]","[""Développement"",""IA/ML""]",0.9794,"[""AI"",""Skills"",""OOP"",""Inheritance"",""Best Practices""]"
117,"I Used Claude Code to Build a KYC Spec for Indian Stock Broking 🇮🇳","https://dev.to/rakesh_waghela_722f0d03b0/i-used-claude-code-to-build-a-kyc-spec-for-indian-stock-broking-34gb","dev.to","2026-02-13T20:38:38.000Z","[""IA/ML"",""Sécurité"",""Développement""]","[]",0.0039,"[""KYC"",""API"",""Regulation"",""Documentation""]"
118,"Automation strategies for consistent and healthy development","https://dev.to/austinwdigital/automation-strategies-for-consistent-and-healthy-development-1p8f","dev.to","2026-02-13T20:30:00.000Z","[""DevOps/Infrastructure"",""Pratiques/Qualité"",""Productivité/Outils""]","[""Productivité/Outils"",""Développement""]",0.9903,"[""automatisation"",""DevOps"",""bonnes pratiques""]"
119,"Automate repository tasks with GitHub Agentic Workflows  ","https://github.blog/ai-and-ml/automate-repository-tasks-with-github-agentic-workflows/","GitHubBlog","2026-02-13T14:00:00.000Z","[""DevOps/Infrastructure"",""Productivité/Outils""]","[""Développement""]",0.9066,"[""GitHub"",""Automatisation"",""GitHub Actions"",""Nouveauté""]"
120,"Welcome to the Eternal September of open source. Here’s what we plan to do for maintainers.","https://github.blog/open-source/maintainers/welcome-to-the-eternal-september-of-open-source-heres-what-we-plan-to-do-for-maintainers/","GitHubBlog","2026-02-12T20:14:11.000Z","[""Développement"",""Pratiques/Qualité"",""Productivité/Outils""]","[""Développement""]",0.8089,"[""open source"",""maintenance"",""communauté""]"
121,"What CNCF Project Velocity in 2025 Reveals About Cloud Native’s Future","https://www.cncf.io/blog/2026/02/09/what-cncf-project-velocity-in-2025-reveals-about-cloud-natives-future/","CNCF Blog","2026-02-09T18:20:13.000Z","[""DevOps/Infrastructure"",""Architecture""]","[""Développement"",""DevOps/Infrastructure""]",0.9364,"[""cloud native"",""CNCF"",""open source"",""infrastructure""]"
122,"Fragments: February 13","https://martinfowler.com/fragments/2026-02-13.html","Martin Fowler's blog","2026-02-13T15:45:00.000Z","[""IA/ML"",""Développement""]","[""Développement""]",0.9871,"[""LLMs"",""développeurs seniors"",""développeurs juniors"",""futur du développement""]"
